act_avg,city,zip,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,businessRepScore,tuition,engineeringRepScore,displayName,institutionalControl,institution_name,branches,region,admission_rate,ug_enrollment,percent_white,percent_black,percent_hispanic,percent_asian,percent_aian,percent_nhpi,percent_twoormore,percent_nra,percent_unknown,percent_parttime,avg_cost,instante_tuition,outstate_tuition,tuition_revenue_per,instructional_expenditure_per,avg_faculty_salary,ft_faculty_rate,avg_net_price,number_titleIV,sat_avg
32.0,Princeton,8544,60.0,16793.0,NJ,1,3.9,,47140,4.1,Princeton University,private,Princeton University,1,2,0.0641,5246.0,0.4262,0.077,0.1012,0.2144,0.0015,0.0017,0.0433,0.1199,0.0147,0.0,64390.0,47140.0,47140.0,13216.0,53658.0,17519.0,0.849,10027.0,346.0,1500.0
32.0,Cambridge,2138,55.0,16338.0,MA,2,4.0,,48949,3.6,Harvard University,private,Harvard University,1,1,0.0516,7532.0,0.4201,0.0728,0.1109,0.1888,0.0021,0.0009,0.0665,0.1178,0.0202,0.0779,66900.0,48949.0,48949.0,31930.0,43823.0,19741.0,0.8589,14327.0,350.0,1523.0
32.0,Chicago,60637,42.0,27767.0,IL,3,4.0,,54825,,University of Chicago,private,University of Chicago,1,3,0.0873,6298.0,0.4211,0.053,0.1253,0.184,0.0013,0.0,0.0597,0.131,0.0246,0.0035,72717.0,56034.0,56034.0,28508.0,89151.0,18115.0,0.8239,25455.0,494.0,1524.0
32.0,New Haven,6520,50.0,18385.0,CT,3,,,51400,3.4,Yale University,private,Yale University,1,1,0.0693,5742.0,0.4469,0.0704,0.1261,0.1762,0.0057,0.0007,0.0625,0.1069,0.0045,0.0002,68950.0,51400.0,51400.0,17934.0,120956.0,17517.0,0.7459,18627.0,387.0,1520.0
32.0,New York,10027,48.0,21041.0,NY,5,,,57208,3.8,Columbia University,private,Columbia University in the City of New York,1,2,0.064,8147.0,0.3671,0.0751,0.132,0.1733,0.0042,0.001,0.0572,0.1689,0.0212,0.0698,71972.0,57208.0,57208.0,37294.0,89742.0,18713.0,0.4688,24231.0,526.0,1522.0
33.0,Cambridge,2139,58.0,20331.0,MA,5,,4.6,49892,4.9,Massachusetts Institute of Technology,private,Massachusetts Institute of Technology,1,1,0.0717,4489.0,0.3377,0.0628,0.1437,0.2662,0.0013,0.0,0.0686,0.1047,0.0149,0.0074,65478.0,49892.0,49892.0,32140.0,77686.0,18182.0,0.9903,20771.0,347.0,1532.0
31.0,Stanford,94305,47.0,19296.0,CA,5,,,49617,4.8,Stanford University,private,Stanford University,1,8,0.0473,7056.0,0.3569,0.0666,0.1562,0.2167,0.0089,0.0031,0.0962,0.0916,0.0038,0.0,66696.0,49617.0,49617.0,27778.0,114844.0,22924.0,0.9845,13261.0,363.0,1489.0
32.0,Philadelphia,19104,47.0,25441.0,PA,8,3.9,4.8,53534,3.6,University of Pennsylvania,private,University of Pennsylvania,1,2,0.093,10660.0,0.4369,0.0724,0.1032,0.2005,0.0012,0.0003,0.0467,0.1212,0.0176,0.0373,69340.0,53534.0,53534.0,38594.0,52065.0,17435.0,0.7316,24242.0,873.0,1506.0
31.0,Durham,27708,41.0,23374.0,NC,9,,,53744,3.7,Duke University,private,Duke University,1,5,0.0986,6552.0,0.4356,0.0998,0.0926,0.2109,0.0072,0.0011,0.0217,0.1044,0.0267,0.0024,69847.0,53500.0,53500.0,31235.0,70127.0,15844.0,0.9005,36415.0,784.0,1488.0
34.0,Pasadena,91125,51.0,23973.0,CA,10,,,49908,4.6,California Institute of Technology,private,California Institute of Technology,1,8,0.0774,961.0,0.2778,0.0135,0.1197,0.4329,0.0,0.0,0.0708,0.0853,0.0,0.0,65874.0,49908.0,49908.0,18456.0,98888.0,19600.0,0.9152,23345.0,69.0,1558.0
30.0,Hanover,3755,50.0,23312.0,NH,11,,,52950,3.2,Dartmouth College,private,Dartmouth College,1,1,0.1045,4315.0,0.5022,0.0667,0.1006,0.1497,0.0185,0.0032,0.054,0.0864,0.0185,0.0002,69474.0,53368.0,53368.0,31475.0,29248.0,14996.0,0.8153,30421.0,444.0,1483.0
32.0,Baltimore,21218,45.0,30067.0,MD,11,3.9,,52170,3.9,Johns Hopkins University,private,Johns Hopkins University,1,2,0.1254,5663.0,0.335,0.065,0.1381,0.2587,0.0012,0.0021,0.0519,0.1014,0.0466,0.0039,67603.0,52170.0,52170.0,25523.0,81395.0,13055.0,0.962,33586.0,641.0,1524.0
32.0,Evanston,60208,43.0,31087.0,IL,11,,,52678,4.0,Northwestern University,private,Northwestern University,1,3,0.0924,8489.0,0.4698,0.0597,0.1255,0.1695,0.0008,0.0,0.0543,0.0885,0.0319,0.0379,70317.0,52678.0,52678.0,29743.0,44763.0,16645.0,0.8215,24047.0,734.0,1500.0
31.0,Providence,2912,41.0,24482.0,RI,14,,,53419,3.3,Brown University,private,Brown University,1,1,0.0849,6670.0,0.439,0.0636,0.1154,0.1477,0.0045,0.0018,0.0604,0.1126,0.055,0.0024,68106.0,53419.0,53419.0,36238.0,34733.0,15276.0,0.8963,30205.0,664.0,1494.0
31.0,Ithaca,14853,44.0,28068.0,NY,14,,4.2,52853,4.2,Cornell University,private,Cornell University,2,2,0.1267,14815.0,0.3847,0.066,0.1285,0.1902,0.0038,0.0011,0.0463,0.1022,0.0771,0.0006,67613.0,52853.0,52853.0,28774.0,29285.0,14876.0,0.9048,31230.0,1368.0,1477.0
32.0,Houston,77251,37.0,23996.0,TX,14,,,45608,3.7,Rice University,private,Rice University,1,6,0.1586,3970.0,0.3458,0.0683,0.1466,0.2589,0.0015,0.0015,0.0423,0.1174,0.0176,0.0171,60518.0,45608.0,45608.0,23661.0,42825.0,15481.0,0.8217,20237.0,308.0,1535.0
32.0,Nashville,37240,46.0,23323.0,TN,14,3.8,,47664,3.4,Vanderbilt University,private,Vanderbilt University,1,5,0.1085,6856.0,0.4844,0.1034,0.0963,0.1349,0.0053,0.0029,0.0515,0.0758,0.0455,0.0095,64654.0,47664.0,47664.0,24187.0,32176.0,13450.0,0.8158,19959.0,505.0,1515.0
32.0,Notre Dame,46556,47.0,29653.0,IN,18,,4.1,51505,3.3,University of Notre Dame,private,University of Notre Dame,2,3,0.1892,8527.0,0.6891,0.0386,0.1053,0.0496,0.0015,0.0006,0.0478,0.0618,0.0056,0.0021,67043.0,51505.0,51505.0,24175.0,29029.0,14001.0,0.8961,28768.0,762.0,1486.0
32.0,St. Louis,63130,41.0,29245.0,MO,18,,4.0,51533,3.3,Washington University in St. Louis,private,Washington University in St Louis,1,4,0.1596,7253.0,0.5243,0.0775,0.0864,0.1732,0.0006,0.0001,0.0478,0.0735,0.0165,0.032,69754.0,51533.0,51533.0,25799.0,118824.0,14653.0,0.6718,28540.0,619.0,1508.0
30.0,Washington,20057,34.0,29667.0,DC,20,,3.8,52300,,Georgetown University,private,Georgetown University,1,2,0.1568,7128.0,0.5438,0.0644,0.1045,0.0953,0.0,0.001,0.0457,0.1258,0.0195,0.025,69313.0,52300.0,52300.0,37238.0,30793.0,15200.0,0.4835,30107.0,599.0,1451.0
30.0,Atlanta,30322,42.0,24264.0,GA,21,3.7,3.8,49392,,Emory University,private,Emory University,2,5,0.2204,6776.0,0.4109,0.0816,0.094,0.1961,0.0013,0.0004,0.037,0.1615,0.0171,0.0091,65080.0,49392.0,49392.0,26725.0,47872.0,13945.0,0.7713,26760.0,550.0,1443.0
29.0,Berkeley,94720,23.0,49614.0,CA,21,3.9,4.5,42112,4.7,University of California--Berkeley,public,University of California-Berkeley,1,8,0.1711,30574.0,0.2573,0.0175,0.1547,0.3452,0.0014,0.0011,0.0578,0.1227,0.0422,0.04,35767.0,14170.0,42184.0,20277.0,20030.0,16518.0,0.6859,15430.0,1742.0,1414.0
25.0,Los Angeles,90095,15.0,42896.0,CA,21,3.9,,41270,3.8,University of California--Los Angeles,public,University of California-Los Angeles,1,8,0.161,30994.0,0.2671,0.0342,0.2221,0.281,0.0018,0.0028,0.052,0.1173,0.0217,0.0176,33751.0,13261.0,41275.0,18313.0,49371.0,17908.0,0.7086,14309.0,2725.0,1387.0
30.0,Los Angeles,90089,33.0,33112.0,CA,21,3.7,4.1,54259,3.6,University of Southern California,private,University of Southern California,1,8,0.1595,18942.0,0.3971,0.0462,0.1447,0.2052,0.0014,0.0024,0.0566,0.1332,0.0133,0.0252,69547.0,54259.0,54259.0,34888.0,48382.0,14389.0,0.6048,30232.0,1126.0,1437.0
31.0,Pittsburgh,15213,40.0,33550.0,PA,25,3.8,4.2,53910,4.3,Carnegie Mellon University,private,Carnegie Mellon University,1,2,0.222,6434.0,0.2779,0.0437,0.0898,0.3087,0.0005,0.0003,0.0424,0.1826,0.0541,0.0216,67980.0,53910.0,53910.0,39806.0,32874.0,11852.0,0.9487,31102.0,695.0,1506.0
29.0,Charlottesville,22904,28.0,28079.0,VA,25,4.0,4.2,46975,3.4,University of Virginia,public,University of Virginia-Main Campus,1,5,0.2735,16207.0,0.5816,0.0665,0.0666,0.1393,0.001,0.0006,0.0442,0.0414,0.0588,0.0315,31186.0,16853.0,47273.0,21020.0,19941.0,13819.0,0.9423,20857.0,829.0,1415.0
28.0,Winston-Salem,27109,30.0,24241.0,NC,27,,3.4,51400,,Wake Forest University,private,Wake Forest University,1,5,0.2757,5101.0,0.6955,0.0674,0.0684,0.04,0.0014,0.0004,0.0286,0.0968,0.0014,0.0108,66440.0,51400.0,51400.0,32036.0,28205.0,11795.0,0.7714,33382.0,397.0,1240.0
29.0,Ann Arbor,48109,25.0,32856.0,MI,28,3.8,4.5,47476,4.4,University of Michigan--Ann Arbor,public,University of Michigan-Ann Arbor,1,3,0.265,29550.0,0.6051,0.0426,0.0573,0.1398,0.0015,0.0005,0.0406,0.0678,0.0448,0.0349,28652.0,14826.0,47476.0,23581.0,25620.0,11258.0,0.8275,14860.0,1606.0,1436.0
31.0,Medford,2155,34.0,27034.0,MA,29,,,54318,3.0,Tufts University,private,Tufts University,1,1,0.1491,5492.0,0.5657,0.0404,0.0679,0.1191,0.0,0.0,0.0493,0.102,0.0555,0.0055,68051.0,54318.0,54318.0,32313.0,22061.0,12131.0,0.6345,32620.0,464.0,1482.0
29.0,New York,10012,46.0,41783.0,NY,30,3.6,4.3,50464,2.9,New York University,private,New York University,1,2,0.2766,26055.0,0.306,0.061,0.1371,0.1978,0.0014,0.0018,0.0454,0.1914,0.058,0.0338,67865.0,50464.0,50464.0,35390.0,30614.0,13719.0,0.999,40336.0,2763.0,1408.0
27.0,Chapel Hill,27599,41.0,17815.0,NC,30,4.0,4.2,34588,,University of North Carolina--Chapel Hill,public,University of North Carolina at Chapel Hill,1,5,0.244,18658.0,0.6217,0.0795,0.0783,0.1068,0.0044,0.0005,0.0448,0.0269,0.037,0.0205,24872.0,9005.0,34588.0,14775.0,27735.0,12555.0,0.7726,14163.0,1572.0,1393.0
30.0,Chestnut Hill,2467,35.0,30170.0,MA,32,,3.6,53346,,Boston College,private,Boston College,1,1,0.3241,9636.0,0.6107,0.0395,0.1044,0.0962,0.0002,0.0002,0.0324,0.0689,0.0474,0.0115,68039.0,53346.0,53346.0,33677.0,23796.0,14977.0,0.5929,34550.0,968.0,1434.0
28.0,Williamsburg,23187,21.0,42153.0,VA,32,,3.3,43099,,College of William and Mary,public,William & Mary,1,5,0.3592,6243.0,0.5938,0.0734,0.0939,0.0774,0.0016,0.0005,0.0461,0.0621,0.0513,0.0082,35991.0,22044.0,43670.0,20919.0,15105.0,11189.0,0.7987,19720.0,368.0,1406.0
29.0,Waltham,2454,47.0,29288.0,MA,34,3.9,2.9,53582,,Brandeis University,private,Brandeis University,1,1,0.3422,3624.0,0.4732,0.0533,0.0742,0.1319,0.0008,0.0017,0.0306,0.21,0.0243,0.0011,68206.0,53537.0,53537.0,23516.0,19277.0,12774.0,0.6667,31308.0,421.0,1403.0
30.0,Atlanta,30332,15.0,39518.0,GA,34,3.9,3.5,33014,4.6,Georgia Institute of Technology,public,Georgia Institute of Technology-Main Campus,1,5,0.234,14810.0,0.4974,0.0701,0.067,0.2007,0.0003,0.0005,0.0381,0.0874,0.0385,0.0646,27245.0,12418.0,33014.0,13590.0,12566.0,12691.0,0.8908,13291.0,560.0,1389.0
29.0,Rochester,14627,51.0,28476.0,NY,34,,,52020,2.7,University of Rochester,private,University of Rochester,1,2,0.3421,6320.0,0.4472,0.0487,0.0717,0.109,0.0011,0.0008,0.0282,0.2403,0.053,0.0147,67722.0,52020.0,52020.0,22633.0,31359.0,12675.0,0.9334,30480.0,665.0,1410.0
28.0,Boston,2215,36.0,34539.0,MA,37,3.6,3.4,52082,3.1,Boston University,private,Boston University,1,1,0.2511,16716.0,0.397,0.0408,0.1154,0.1488,0.0005,0.0012,0.038,0.2172,0.0411,0.0219,67879.0,52082.0,52082.0,31947.0,30039.0,13657.0,0.6869,37065.0,1514.0,1401.0
30.0,Cleveland,44106,48.0,35248.0,OH,37,,3.5,47500,3.3,Case Western Reserve University,private,Case Western Reserve University,1,3,0.3312,5020.0,0.4875,0.0434,0.0651,0.2062,0.0008,0.001,0.047,0.1335,0.0155,0.0108,63216.0,47500.0,47500.0,25887.0,29979.0,11400.0,0.7824,35316.0,806.0,1441.0
25.0,Santa Barbara,93106,8.0,44849.0,CA,37,4.0,,42423,3.4,University of California--Santa Barbara,public,University of California-Santa Barbara,1,8,0.3281,22181.0,0.3195,0.0226,0.2656,0.1816,0.0014,0.0011,0.0831,0.0985,0.0266,0.0183,34990.0,14451.0,42465.0,14893.0,12526.0,15189.0,0.853,15801.0,2368.0,1346.0
31.0,Boston,2115,34.0,38521.0,MA,40,,3.1,49497,3.1,Northeastern University,private,Northeastern University,1,1,0.2744,13666.0,0.4585,0.0359,0.0772,0.1316,0.0004,0.0,0.0418,0.1901,0.0645,0.0,65469.0,49497.0,49497.0,35516.0,18038.0,12822.0,0.7578,29748.0,1350.0,1482.0
29.0,New Orleans,70118,31.0,35111.0,LA,40,3.5,3.2,52960,2.4,Tulane University,private,Tulane University of Louisiana,1,5,0.215,7871.0,0.6967,0.079,0.0722,0.0443,0.0023,0.0017,0.038,0.049,0.0168,0.1467,66896.0,52960.0,52960.0,27357.0,25525.0,11440.0,0.6504,34238.0,641.0,1442.0
28.0,Troy,12180,61.0,35125.0,NY,42,3.9,3.1,52305,3.5,Rensselaer Polytechnic Institute,private,Rensselaer Polytechnic Institute,2,2,0.4317,6314.0,0.5336,0.0393,0.0898,0.118,0.0011,0.0003,0.0672,0.137,0.0138,0.0014,68244.0,52305.0,52305.0,27347.0,17911.0,12584.0,0.8889,34839.0,1096.0,1405.0
,Irvine,92697,6.0,43506.0,CA,42,4.0,3.5,43530,3.3,University of California--Irvine,public,University of California-Irvine,1,8,0.3651,29295.0,0.1396,0.0192,0.2643,0.3568,0.0005,0.003,0.0382,0.1675,0.0109,0.0154,31976.0,13738.0,41752.0,15149.0,21993.0,15096.0,0.809,13376.0,3256.0,1291.0
25.0,La Jolla,92093,7.0,42933.0,CA,42,4.0,3.2,44197,3.7,University of California--San Diego,public,University of California-San Diego,1,8,0.3399,28577.0,0.1939,0.0154,0.1848,0.3461,0.0009,0.0026,0.0468,0.1941,0.0156,0.0244,31794.0,14018.0,42032.0,17287.0,26320.0,16038.0,0.8466,14628.0,2574.0,1343.0
27.0,Gainesville,32611,20.0,36825.0,FL,42,4.0,3.6,28658,3.4,University of Florida,public,University of Florida,1,5,0.4201,33655.0,0.5474,0.0621,0.2152,0.0812,0.0021,0.0062,0.0339,0.0199,0.0319,0.0822,21162.0,6381.0,28659.0,8834.0,16051.0,11746.0,0.8658,12343.0,2275.0,1356.0
29.0,Bethlehem,18015,38.0,25376.0,PA,46,,2.9,50740,3.2,Lehigh University,private,Lehigh University,1,2,0.2515,5057.0,0.6377,0.0368,0.0872,0.0827,0.0016,0.0008,0.0289,0.0858,0.0386,0.0113,62921.0,50740.0,50740.0,28732.0,22598.0,13272.0,0.8442,34212.0,578.0,1382.0
26.0,Malibu,90263,51.0,32416.0,CA,46,3.6,3.2,51992,,Pepperdine University,private,Pepperdine University,1,8,0.3985,3594.0,0.5061,0.0448,0.1372,0.1007,0.0036,0.0033,0.0604,0.1144,0.0295,0.0821,68352.0,51992.0,51992.0,31041.0,11969.0,12138.0,0.6107,33814.0,352.0,1319.0
24.0,Davis,95616,9.0,44075.0,CA,46,4.0,,42396,3.5,University of California--Davis,public,University of California-Davis,1,8,0.4336,30046.0,0.2516,0.0221,0.2143,0.2839,0.0018,0.0043,0.0515,0.1568,0.0137,0.026,34428.0,14419.0,42433.0,15911.0,25752.0,13940.0,0.8678,15769.0,2770.0,1286.0
28.0,Coral Gables,33124,33.0,34479.0,FL,46,3.6,3.1,48484,2.5,University of Miami,private,University of Miami,1,5,0.357,10613.0,0.4202,0.0824,0.2266,0.054,0.0012,0.0004,0.0319,0.1461,0.0371,0.0451,62810.0,48484.0,48484.0,29896.0,26072.0,12193.0,0.779,29184.0,750.0,1366.0
27.0,Madison,53706,16.0,36113.0,WI,46,3.8,3.8,34782,3.9,University of Wisconsin--Madison,public,University of Wisconsin-Madison,1,3,0.5381,29930.0,0.7318,0.0211,0.0521,0.0599,0.002,0.001,0.0328,0.0913,0.008,0.0458,25121.0,10533.0,34783.0,13132.0,15349.0,11908.0,0.8203,19880.0,1916.0,1361.0
30.0,Villanova,19085,44.0,35459.0,PA,46,3.7,3.2,51434,2.5,Villanova University,private,Villanova University,1,2,0.36,6886.0,0.7427,0.0504,0.0764,0.0648,0.0007,0.0,0.0254,0.0196,0.02,0.053,65640.0,51284.0,51284.0,28406.0,15510.0,11048.0,0.6536,41849.0,810.0,1409.0
25.0,University Park,16802,14.0,41789.0,PA,52,3.6,3.7,33664,3.7,Pennsylvania State University--University Park,public,Pennsylvania State University-Main Campus,23,2,0.5031,40553.0,0.6611,0.0438,0.0658,0.0619,0.0008,0.0008,0.0324,0.1157,0.0178,0.0215,35518.0,18436.0,33664.0,27265.0,21405.0,11211.0,0.7508,30373.0,2628.0,1269.0
26.0,Champaign,61820,9.0,35977.0,IL,52,,3.8,31988,4.4,University of Illinois--Urbana-Champaign,public,University of Illinois Urbana-Champaign,1,3,0.6153,32884.0,0.451,0.0595,0.1133,0.1846,0.0005,0.0007,0.0307,0.1557,0.004,0.0205,30064.0,15074.0,31194.0,14814.0,14734.0,12166.0,0.7508,18377.0,3316.0,1376.0
27.0,Columbus,43210,9.0,37032.0,OH,54,,3.8,29659,3.5,Ohio State University--Columbus,public,Ohio State University-Main Campus,6,3,0.4806,44853.0,0.6857,0.0574,0.0412,0.0673,0.001,0.0006,0.0339,0.0802,0.0327,0.0675,25471.0,10592.0,29696.0,15068.0,18302.0,12153.0,0.6516,17699.0,2735.0,1359.0
26.0,Athens,30602,13.0,30943.0,GA,54,4.0,3.6,30392,2.3,University of Georgia,public,University of Georgia,1,5,0.5401,28740.0,0.6929,0.0784,0.0611,0.1029,0.001,0.0008,0.038,0.0159,0.009,0.0585,26022.0,11818.0,30392.0,12088.0,9779.0,11126.0,0.9076,14625.0,2084.0,1316.0
27.0,Washington,20052,43.0,37996.0,DC,56,,3.3,53518,2.6,George Washington University,private,George Washington University,1,2,0.4098,11718.0,0.5253,0.0673,0.0979,0.1017,0.0013,0.0011,0.0383,0.1074,0.0596,0.0781,66996.0,53518.0,53518.0,31240.0,22517.0,14272.0,0.4867,31956.0,1143.0,1386.0
25.0,West Lafayette,47907,16.0,28383.0,IN,56,3.7,3.6,28804,4.3,Purdue University--West Lafayette,public,Purdue University-Main Campus,10,3,0.5747,31887.0,0.6378,0.0297,0.05,0.0734,0.0013,0.0008,0.0286,0.1555,0.0227,0.0507,22718.0,9992.0,28794.0,16418.0,19065.0,12150.0,0.9465,13746.0,2158.0,1293.0
26.0,Storrs,6269,33.0,37427.0,CT,56,,3.2,36948,2.9,University of Connecticut,public,University of Connecticut,5,1,0.4784,18930.0,0.5855,0.0594,0.1001,0.111,0.0013,0.0007,0.0307,0.0797,0.0316,0.0257,29803.0,14880.0,36948.0,14073.0,22283.0,11972.0,0.6784,20681.0,1506.0,1313.0
26.0,Austin,78712,7.0,40558.0,TX,56,,4.3,35766,4.1,University of Texas--Austin,public,The University of Texas at Austin,1,6,0.3649,39965.0,0.4149,0.0405,0.2307,0.2132,0.0015,0.0014,0.0366,0.0524,0.0089,0.0614,24933.0,10398.0,36744.0,10026.0,18022.0,12476.0,0.8405,16960.0,3614.0,1359.0
26.0,Seattle,98195,20.0,47746.0,WA,56,3.8,3.6,35538,3.7,University of Washington,public,University of Washington-Seattle Campus,3,8,0.4642,30295.0,0.4048,0.0299,0.0803,0.2459,0.0044,0.0048,0.0741,0.145,0.0106,0.058,24498.0,10974.0,35538.0,17222.0,26427.0,12625.0,0.7749,12037.0,2032.0,1331.0
27.0,Provo,84602,38.0,13186.0,UT,61,3.8,3.5,5460,2.6,Brigham Young University--Provo,private,Brigham Young University,1,7,0.524,31233.0,0.8229,0.0052,0.0598,0.0189,0.0028,0.0066,0.0403,0.0318,0.0116,0.0985,17801.0,5460.0,5460.0,5836.0,14613.0,10712.0,0.72,12974.0,1179.0,1364.0
27.0,New York,10023,,,NY,61,3.6,3.1,50601,,Fordham University,private,Fordham University,1,2,0.4644,9403.0,0.5815,0.0382,0.143,0.099,0.001,0.0012,0.034,0.0844,0.0177,0.0364,65105.0,50986.0,50986.0,27045.0,13924.0,13551.0,1.0,35694.0,1263.0,1337.0
28.0,Dallas,75275,24.0,47874.0,TX,61,3.7,3.2,52498,2.5,Southern Methodist University,private,Southern Methodist University,1,6,0.4877,6427.0,0.6462,0.0454,0.1144,0.0613,0.003,0.0009,0.0422,0.0864,0.0003,0.0299,69358.0,52498.0,52498.0,29021.0,17462.0,12582.0,0.6694,32190.0,491.0,1382.0
25.0,Syracuse,13244,48.0,33912.0,NY,61,3.6,3.3,46755,2.6,Syracuse University,private,Syracuse University,1,2,0.4688,14788.0,0.5692,0.0731,0.0958,0.0694,0.0057,0.0007,0.0316,0.1277,0.0268,0.0299,63195.0,46755.0,46755.0,24490.0,17059.0,11299.0,0.677,34173.0,1838.0,1277.0
28.0,College Park,20742,20.0,36786.0,MD,61,4.0,3.7,33606,3.6,University of Maryland--College Park,public,University of Maryland-College Park,1,2,0.445,29273.0,0.5039,0.125,0.0969,0.1696,0.001,0.0009,0.0425,0.0469,0.0133,0.0593,25701.0,10399.0,33606.0,14270.0,14948.0,13017.0,0.7781,18517.0,1301.0,1396.0
28.0,Worcester,1609,62.0,39995.0,MA,61,3.8,2.6,48628,2.9,Worcester Polytechnic Institute,private,Worcester Polytechnic Institute,1,1,0.4849,4337.0,0.635,0.0293,0.0932,0.033,0.0044,0.0,0.0203,0.1093,0.0756,0.0214,62522.0,48628.0,48628.0,26622.0,19378.0,11971.0,0.8416,40376.0,659.0,1200.0
26.0,Clemson,29634,7.0,38923.0,SC,67,4.0,3.0,35654,3.0,Clemson University,public,Clemson University,1,5,0.4718,19172.0,0.831,0.066,0.0377,0.0237,0.002,0.0003,0.0294,0.0071,0.0028,0.0301,28545.0,15116.0,36058.0,16723.0,13049.0,10255.0,0.9158,17696.0,1195.0,1338.0
27.0,Pittsburgh,15260,,,PA,68,4.0,3.5,30642,3.1,University of Pittsburgh,public,University of Pittsburgh-Pittsburgh Campus,5,2,0.5971,19134.0,0.7176,0.051,0.0369,0.0998,0.0007,0.0004,0.0413,0.0411,0.0111,0.0409,32633.0,19080.0,30642.0,17855.0,18033.0,10721.0,0.7528,28331.0,1479.0,1349.0
26.0,Washington,20016,46.0,36076.0,DC,69,3.7,2.9,46615,,American University,private,American University,1,2,0.294,7433.0,0.5668,0.0712,0.1363,0.0718,0.0009,0.0004,0.0444,0.0788,0.0293,0.0355,62162.0,46615.0,46615.0,31517.0,14556.0,11620.0,0.5687,36567.0,1097.0,1294.0
,Piscataway,8854,13.0,40121.0,NJ,69,,3.0,30023,3.1,Rutgers University--New Brunswick,public,Rutgers University-New Brunswick,3,2,0.578,35296.0,0.3883,0.0719,0.1317,0.2665,0.0005,0.0027,0.0326,0.0891,0.0168,0.0475,29550.0,14638.0,30579.0,13487.0,17364.0,11822.0,0.5504,20379.0,3370.0,1304.0
29.0,Hoboken,7030,40.0,51810.0,NJ,69,3.8,2.5,50554,2.7,Stevens Institute of Technology,private,Stevens Institute of Technology,1,2,0.4388,3114.0,0.6718,0.0193,0.1047,0.1233,0.0013,0.0,0.0,0.0405,0.0392,0.0003,64255.0,50554.0,50554.0,25070.0,11749.0,12940.0,1.0,36620.0,506.0,1410.0
24.0,College Station,77843,41.0,26376.0,TX,69,,3.5,30208,3.9,Texas A&M University--College Station,public,Texas A & M University-College Station,2,6,0.7054,52568.0,0.6197,0.03,0.2327,0.0694,0.0026,0.001,0.0312,0.0119,0.0015,0.1137,28143.0,11234.0,36606.0,10587.0,15761.0,11165.0,0.8521,20282.0,3602.0,1277.0
