act_avg,city,zip,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,businessRepScore,tuition,engineeringRepScore,displayName,institutionalControl,institution_name,branches,region,admission_rate,ug_enrollment,percent_white,percent_black,percent_hispanic,percent_asian,percent_aian,percent_nhpi,percent_twoormore,percent_nra,percent_unknown,percent_parttime,avg_cost,instante_tuition,outstate_tuition,tuition_revenue_per,instructional_expenditure_per,avg_faculty_salary,ft_faculty_rate,avg_net_price,number_titleIV,sat_avg
26.0,Minneapolis,55455,23.0,28170.0,MN,69,,3.8,26603,3.6,University of Minnesota--Twin Cities,public,University of Minnesota-Twin Cities,2,4,0.496,31535.0,0.677,0.0451,0.0414,0.0954,0.0027,0.001,0.0404,0.0893,0.0078,0.0705,25790.0,14417.0,26603.0,13355.0,15511.0,11759.0,0.823,17396.0,2237.0,1349.0
,Blacksburg,24061,,,VA,69,3.9,3.2,29371,3.9,Virginia Tech,public,Virginia Polytechnic Institute and State University,1,5,0.7006,27120.0,0.6603,0.0401,0.0603,0.0983,0.0014,0.0012,0.0446,0.0645,0.0294,0.0208,25762.0,13230.0,31014.0,13777.0,12599.0,11374.0,0.984,20343.0,1948.0,1284.0
26.0,Waco,76798,53.0,36761.0,TX,75,,3.1,43790,2.4,Baylor University,private,Baylor University,1,6,0.3895,14284.0,0.6342,0.0631,0.1526,0.0627,0.0043,0.0003,0.0471,0.0329,0.0029,0.0139,59063.0,43790.0,43790.0,23397.0,15390.0,9717.0,0.7877,34898.0,1970.0,1320.0
29.0,Golden,80401,21.0,47042.0,CO,75,3.8,,37436,3.1,Colorado School of Mines,public,Colorado School of Mines,1,7,0.5572,4751.0,0.7295,0.0118,0.0852,0.0495,0.0038,0.0006,0.0547,0.0564,0.0084,0.0415,32347.0,18386.0,37436.0,21008.0,16040.0,11405.0,0.8453,25710.0,262.0,1391.0
25.0,Amherst,1003,35.0,35445.0,MA,75,3.8,3.2,33662,2.9,University of Massachusetts--Amherst,public,University of Massachusetts-Amherst,1,1,0.5758,23010.0,0.6442,0.0438,0.0637,0.1002,0.0011,0.0006,0.0279,0.0596,0.0589,0.0664,29172.0,15411.0,33477.0,12740.0,15975.0,12386.0,0.8005,20926.0,2269.0,1288.0
26.0,Oxford,45056,10.0,42507.0,OH,78,3.8,3.2,32768,3.1,Miami University--Oxford,public,Miami University-Oxford,3,3,0.682,16816.0,0.7239,0.0319,0.0458,0.0219,0.0021,0.0007,0.0338,0.1359,0.004,0.0281,30420.0,14958.0,34211.0,18027.0,11720.0,9395.0,0.999,21288.0,1162.0,1332.0
25.0,Fort Worth,76129,35.0,33953.0,TX,78,,3.0,44760,2.9,Texas Christian University,private,Texas Christian University,1,6,0.4108,8983.0,0.7068,0.0544,0.1348,0.0315,0.0082,0.0022,0.004,0.0454,0.0126,0.0285,60135.0,44760.0,44760.0,26486.0,16985.0,11372.0,0.9761,35429.0,673.0,1285.0
23.0,Iowa City,52242,34.0,32794.0,IA,78,3.6,3.5,28813,2.9,University of Iowa,public,University of Iowa,1,4,0.8604,23349.0,0.7133,0.0334,0.076,0.0403,0.0018,0.0009,0.0313,0.0859,0.0173,0.0972,21875.0,8965.0,30609.0,13700.0,13779.0,11124.0,0.8493,15103.0,1855.0,1232.0
27.0,Worcester,1610,62.0,27702.0,MA,81,3.7,2.5,44400,,Clark University,private,Clark University,1,1,0.5627,2205.0,0.5764,0.0381,0.0798,0.0794,0.0018,0.0,0.0231,0.1379,0.0635,0.0082,53086.0,44400.0,44400.0,18428.0,12561.0,10701.0,1.0,27004.0,316.0,1110.0
25.0,Tallahassee,32306,27.0,34036.0,FL,81,,3.2,21673,,Florida State University,public,Florida State University,1,5,0.4919,32614.0,0.6204,0.0817,0.2038,0.0234,0.0022,0.0013,0.0367,0.0155,0.015,0.1051,22426.0,5656.0,18786.0,6237.0,10014.0,10893.0,0.85,14582.0,2644.0,1304.0
24.0,East Lansing,48824,5.0,47279.0,MI,81,3.7,3.6,39405,3.1,Michigan State University,public,Michigan State University,1,3,0.7155,38770.0,0.6749,0.0732,0.0437,0.0524,0.0019,0.0008,0.0309,0.1151,0.007,0.0908,27006.0,14460.0,39406.0,18994.0,16849.0,11705.0,0.8689,18576.0,3209.0,1220.0
27.0,Raleigh,27695,41.0,25623.0,NC,81,3.7,2.9,27406,3.4,North Carolina State University--Raleigh,public,North Carolina State University at Raleigh,1,5,0.5136,22801.0,0.7111,0.0592,0.0521,0.0636,0.0039,0.0007,0.0387,0.0451,0.0256,0.0685,22844.0,9058.0,27406.0,10308.0,16772.0,10808.0,0.8794,15024.0,1752.0,1331.0
23.0,Santa Cruz,95064,18.0,47616.0,CA,81,3.7,,42042,2.5,University of California--Santa Cruz,public,University of California-Santa Cruz,1,8,0.5094,17577.0,0.3143,0.019,0.2839,0.2215,0.001,0.0019,0.0798,0.062,0.0166,0.0282,35315.0,14020.0,42034.0,13640.0,10264.0,13899.0,0.7429,17884.0,2191.0,1287.0
23.0,Newark,19716,,,DE,81,3.7,3.0,32250,3.0,University of Delaware,public,University of Delaware,1,2,0.6289,18948.0,0.718,0.0563,0.081,0.0508,0.0015,0.0006,0.0313,0.0467,0.0138,0.041,25210.0,13160.0,33150.0,19072.0,18900.0,12616.0,0.977,16892.0,966.0,1250.0
28.0,Binghamton,13902,54.0,29356.0,NY,87,3.7,2.7,24403,2.3,Binghamton University--SUNY,public,Binghamton University,1,2,0.4036,13702.0,0.5744,0.0521,0.1125,0.1398,0.0007,0.0007,0.0214,0.0823,0.0162,0.0262,24725.0,9523.0,24403.0,8520.0,12671.0,9258.0,0.7066,18378.0,1289.0,1365.0
26.0,Denver,80208,40.0,31393.0,CO,87,3.7,2.9,48669,2.0,University of Denver,private,University of Denver,1,7,0.5805,5753.0,0.6869,0.0203,0.1093,0.0421,0.0021,0.0007,0.0422,0.0749,0.0214,0.0464,61824.0,48669.0,48669.0,27214.0,15302.0,10704.0,0.5815,32174.0,610.0,1294.0
26.0,Tulsa,74104,15.0,49957.0,OK,87,3.9,2.5,39502,2.2,University of Tulsa,private,University of Tulsa,1,6,0.3895,3316.0,0.5676,0.0531,0.0642,0.0522,0.0259,0.0012,0.0271,0.1924,0.0163,0.0362,56173.0,41509.0,41509.0,20400.0,15648.0,10669.0,0.773,23948.0,327.0,1335.0
24.0,Bloomington,47405,16.0,37563.0,IN,90,3.7,4.1,34845,,Indiana University--Bloomington,public,Indiana University-Bloomington,1,3,0.7601,33104.0,0.696,0.0447,0.0601,0.052,0.001,0.0002,0.0395,0.1039,0.0026,0.0299,24739.0,10533.0,34845.0,17398.0,14714.0,10390.0,0.8671,14351.0,2545.0,1285.0
24.0,Milwaukee,53201,55.0,32894.0,WI,90,,2.9,39900,2.4,Marquette University,private,Marquette University,1,3,0.8933,8093.0,0.6988,0.0389,0.1233,0.0678,0.0014,0.0005,0.0363,0.0303,0.0027,0.0163,52916.0,39900.0,39900.0,22584.0,11036.0,9923.0,0.5689,29120.0,1086.0,1262.0
25.0,Boulder,80309,12.0,41125.0,CO,90,3.7,3.5,35079,3.5,University of Colorado--Boulder,public,University of Colorado Boulder,1,7,0.7984,28565.0,0.6745,0.0166,0.1179,0.0564,0.0021,0.0007,0.0537,0.072,0.0062,0.0588,29215.0,12086.0,36220.0,19631.0,17025.0,11316.0,0.6951,20706.0,1625.0,1293.0
26.0,San Diego,92110,48.0,36861.0,CA,90,3.9,2.8,47708,3.5,University of San Diego,private,University of San Diego,1,8,0.4979,5677.0,0.5186,0.0363,0.1985,0.075,0.0026,0.0035,0.0588,0.0835,0.0231,0.0243,62710.0,47708.0,47708.0,29280.0,15507.0,12291.0,0.5362,34752.0,494.0,1302.0
25.0,Philadelphia,19104,54.0,42176.0,PA,94,3.7,2.8,52002,3.0,Drexel University,private,Drexel University,1,2,0.7904,15335.0,0.5221,0.0732,0.0639,0.1617,0.0012,0.0038,0.0361,0.1152,0.0227,0.1162,69462.0,52002.0,52002.0,27523.0,16047.0,11028.0,0.5519,37427.0,1577.0,1269.0
24.0,St. Louis,63103,51.0,28328.0,MO,94,3.9,2.9,42166,2.2,Saint Louis University,private,Saint Louis University,1,4,0.6443,7209.0,0.6937,0.0565,0.0569,0.1033,0.0019,0.0004,0.0284,0.0506,0.0082,0.0839,55055.0,42166.0,42166.0,20686.0,19514.0,10093.0,0.6411,27341.0,888.0,1319.0
23.0,New York,10033,46.0,34756.0,NY,94,3.5,2.3,42000,,Yeshiva University,private,Yeshiva University,1,2,0.6282,2703.0,0.9393,0.0,0.0022,0.0,0.0004,0.0,0.0007,0.0522,0.0052,0.0211,58845.0,42000.0,42000.0,17638.0,17238.0,12238.0,0.4971,36306.0,208.0,1272.0
26.0,Rochester,14623,70.0,31793.0,NY,97,,3.1,40068,2.9,Rochester Institute of Technology,private,Rochester Institute of Technology,1,2,0.5672,12858.0,0.6644,0.048,0.0741,0.089,0.0018,0.0002,0.0371,0.0653,0.0201,0.0329,52423.0,40068.0,40068.0,21737.0,19578.0,10342.0,0.6842,29895.0,1918.0,1315.0
26.0,Stony Brook,11794,13.0,34024.0,NY,97,3.8,,26297,2.8,Stony Brook University--SUNY,public,Stony Brook University,1,2,0.4219,17215.0,0.3346,0.0679,0.1213,0.2424,0.0016,0.0008,0.0256,0.1434,0.0626,0.0651,23915.0,9257.0,26767.0,10752.0,22730.0,11275.0,0.6065,13770.0,1407.0,1322.0
23.0,Syracuse,13210,,,NY,97,3.7,,18090,2.0,SUNY College of Environmental Science and Forestry,public,SUNY College of Environmental Science and Forestry,1,2,0.5215,1790.0,0.7955,0.0156,0.0609,0.0391,0.0022,0.0006,0.0235,0.019,0.0436,0.0296,25297.0,8543.0,18193.0,5136.0,18959.0,8190.0,0.716,17923.0,164.0,1235.0
24.0,Buffalo,14214,28.0,37040.0,NY,97,3.6,3.0,26270,2.8,University at Buffalo--SUNY,public,University at Buffalo,1,2,0.5734,20735.0,0.4757,0.0753,0.0735,0.1451,0.003,0.001,0.0239,0.158,0.0445,0.0684,24198.0,9828.0,27068.0,10081.0,17902.0,10140.0,0.6375,17469.0,2432.0,1197.0
23.0,Norman,73019,13.0,35144.0,OK,97,3.6,3.1,24443,2.6,University of Oklahoma,public,University of Oklahoma-Norman Campus,4,6,0.74,21536.0,0.6088,0.0469,0.096,0.0633,0.0389,0.001,0.0837,0.0423,0.019,0.1246,27205.0,11538.0,26919.0,12648.0,12733.0,9475.0,0.8386,19254.0,1202.0,1254.0
25.0,Burlington,5405,48.0,36399.0,VT,97,3.6,2.6,41356,2.3,University of Vermont,public,University of Vermont,1,1,0.672,10513.0,0.8087,0.0127,0.039,0.0283,0.0008,0.0002,0.0302,0.0555,0.0246,0.03,31606.0,17740.0,41356.0,24788.0,16555.0,9791.0,0.7961,18877.0,369.0,1280.0
24.0,Auburn,36849,16.0,39912.0,AL,103,3.9,3.1,29640,3.0,Auburn University,public,Auburn University,1,5,0.8393,23391.0,0.818,0.0625,0.0338,0.024,0.0044,0.0004,0.0182,0.0346,0.0041,0.0838,30458.0,10968.0,29640.0,15479.0,12067.0,10137.0,0.855,23416.0,1057.0,1282.0
26.0,Chicago,60616,62.0,29116.0,IL,103,4.0,2.3,45864,2.8,Illinois Institute of Technology,private,Illinois Institute of Technology,1,3,0.5403,2763.0,0.3435,0.0608,0.165,0.1444,0.0011,0.0004,0.0304,0.2179,0.0366,0.0492,60489.0,45864.0,45864.0,21204.0,11376.0,12391.0,0.5585,22098.0,294.0,1323.0
24.0,Chicago,60660,64.0,38093.0,IL,103,3.7,3.0,42828,,Loyola University Chicago,private,Loyola University Chicago,1,3,0.7059,11193.0,0.5532,0.055,0.1564,0.1196,0.0013,0.003,0.0425,0.054,0.0149,0.0577,56178.0,43078.0,43078.0,24812.0,12176.0,10443.0,0.5387,33036.0,1784.0,1258.0
22.0,Durham,3824,56.0,34826.0,NH,103,3.5,2.6,32637,2.3,University of New Hampshire,public,University of New Hampshire-Main Campus,3,1,0.7651,12847.0,0.8267,0.0114,0.0346,0.0254,0.0016,0.0002,0.0186,0.0374,0.0441,0.0169,31835.0,18067.0,32637.0,13700.0,11696.0,11673.0,0.6559,24529.0,852.0,1177.0
22.0,Eugene,97403,7.0,42682.0,OR,103,3.6,3.1,34611,,University of Oregon,public,University of Oregon,1,8,0.8281,19163.0,0.5824,0.0223,0.1199,0.057,0.0056,0.0035,0.0763,0.118,0.0148,0.0718,24570.0,11931.0,34611.0,16389.0,14187.0,9889.0,0.8005,15693.0,1150.0,1193.0
25.0,Columbia,29208,8.0,41810.0,SC,103,,3.2,32362,2.4,University of South Carolina,public,University of South Carolina-Columbia,2,5,0.7231,25550.0,0.7634,0.0892,0.0466,0.0296,0.0017,0.0011,0.0369,0.0212,0.0104,0.038,26079.0,11862.0,31962.0,13184.0,12407.0,10697.0,0.728,19519.0,2277.0,1282.0
24.0,Knoxville,37996,33.0,39170.0,TN,103,3.9,3.2,31160,2.9,University of Tennessee,public,The University of Tennessee-Knoxville,1,5,0.7697,22151.0,0.7838,0.0655,0.0395,0.0365,0.0021,0.0009,0.0316,0.0149,0.0252,0.0561,30226.0,12970.0,31390.0,11570.0,13853.0,10893.0,0.8751,19335.0,2299.0,1280.0
22.0,Washington,20059,50.0,33124.0,DC,110,3.5,2.7,25697,2.2,Howard University,private,Howard University,1,2,0.4142,6276.0,0.0132,0.8963,0.0072,0.0092,0.0005,0.003,0.0,0.0706,0.0,0.0343,41488.0,25697.0,25697.0,17474.0,23722.0,7161.0,0.7503,23424.0,607.0,1201.0
23.0,Tuscaloosa,35487,27.0,26861.0,AL,110,3.7,3.2,28100,2.5,University of Alabama,public,The University of Alabama,1,5,0.533,32387.0,0.7847,0.1005,0.0471,0.0116,0.0032,0.001,0.0317,0.0161,0.004,0.0792,28836.0,10780.0,28100.0,13574.0,10894.0,10016.0,0.7404,21973.0,1226.0,1278.0
23.0,San Francisco,94117,46.0,42433.0,CA,110,3.4,2.8,46250,,University of San Francisco,private,University of San Francisco,1,8,0.6563,6796.0,0.2566,0.039,0.216,0.2247,0.0026,0.0068,0.0677,0.1669,0.0197,0.0337,63117.0,46250.0,46250.0,27756.0,16898.0,13405.0,0.4125,32210.0,964.0,1203.0
23.0,Stockton,95211,67.0,37188.0,CA,110,3.5,2.2,46346,2.9,University of the Pacific,private,University of the Pacific,1,8,0.6487,3542.0,0.2329,0.0333,0.1976,0.3619,0.004,0.0045,0.072,0.0601,0.0336,0.0268,58718.0,46346.0,46346.0,33201.0,21147.0,10575.0,0.5385,29171.0,449.0,1220.0
21.0,Salt Lake City,84112,11.0,35873.0,UT,110,3.6,3.2,26408,2.9,University of Utah,public,University of Utah,1,7,0.6615,23402.0,0.6857,0.0142,0.1279,0.0581,0.004,0.0048,0.0525,0.0455,0.0074,0.2377,19406.0,8884.0,28127.0,11482.0,15420.0,9781.0,0.9057,13728.0,1017.0,1234.0
22.0,Tempe,85287,31.0,37446.0,AZ,115,3.5,3.6,27372,3.3,Arizona State University--Tempe,public,Arizona State University Campus Immersion,10,6,0.8415,42181.0,0.5,0.0377,0.2067,0.0745,0.011,0.0021,0.0412,0.1218,0.0051,0.0841,24353.0,10792.0,27372.0,18995.0,12311.0,11348.0,0.789,11163.0,2827.0,1235.0
22.0,Ames,50011,34.0,27241.0,IA,115,3.6,3.0,22256,3.3,Iowa State University,public,Iowa State University,1,4,0.8934,29957.0,0.7432,0.0264,0.0535,0.0319,0.0019,0.0009,0.0229,0.0663,0.0532,0.0489,19878.0,8636.0,22472.0,10357.0,9702.0,10857.0,0.8369,14331.0,1992.0,1221.0
24.0,Philadelphia,19122,37.0,35109.0,PA,115,3.6,3.2,27266,2.2,Temple University,public,Temple University,1,2,0.5667,29007.0,0.5593,0.1261,0.0675,0.1164,0.0011,0.0008,0.0322,0.0654,0.0311,0.0862,31599.0,16658.0,28418.0,22122.0,13574.0,10798.0,0.5564,23366.0,2595.0,1050.0
23.0,Lawrence,66045,30.0,30962.0,KS,115,3.6,3.2,26592,2.7,University of Kansas,public,University of Kansas,1,4,0.9338,18903.0,0.7121,0.0426,0.0798,0.0477,0.0034,0.0006,0.0515,0.0566,0.0058,0.0982,24824.0,10824.0,26592.0,12206.0,18034.0,9976.0,0.8282,18814.0,1426.0,1230.0
24.0,St. Paul,55105,55.0,34299.0,MN,115,3.6,2.7,41133,3.1,University of St. Thomas,private,University of St Thomas,1,4,0.8416,6085.0,0.8007,0.0307,0.0506,0.0396,0.0015,0.0002,0.0337,0.0265,0.0166,0.0242,52586.0,41133.0,41133.0,20037.0,14324.0,10446.0,0.5267,30503.0,818.0,1267.0
23.0,Washington,20064,54.0,35518.0,DC,120,3.4,,44060,2.0,The Catholic University of America,private,The Catholic University of America,1,2,0.8258,3284.0,0.6526,0.0457,0.1331,0.0368,0.0015,0.0,0.0493,0.0554,0.0256,0.0292,59591.0,44060.0,44060.0,23131.0,19118.0,9645.0,0.5298,32731.0,460.0,1040.0
22.0,Chicago,60604,59.0,42438.0,IL,120,3.6,3.0,39010,,DePaul University,private,DePaul University,1,3,0.7174,14591.0,0.527,0.0811,0.1929,0.0947,0.0012,0.0015,0.0371,0.0333,0.0311,0.1186,52969.0,39010.0,39010.0,23156.0,12582.0,10699.0,0.4938,30559.0,1588.0,1030.0
24.0,Pittsburgh,15282,65.0,29185.0,PA,120,3.7,2.6,36394,,Duquesne University,private,Duquesne University,1,2,0.717,5930.0,0.8034,0.0533,0.0351,0.0314,0.0007,0.0012,0.0288,0.0352,0.011,0.0179,50073.0,36394.0,36394.0,22070.0,11810.0,9159.0,0.5188,28961.0,1175.0,1221.0
23.0,Columbia,65211,33.0,27962.0,MO,120,,3.0,26506,2.5,University of Missouri,public,University of Missouri-Columbia,1,4,0.7809,23455.0,0.7843,0.075,0.0395,0.0254,0.0021,0.0004,0.0326,0.0341,0.0066,0.0564,25656.0,9787.0,26506.0,11279.0,12083.0,9334.0,0.7179,18602.0,1583.0,1249.0
24.0,Potsdam,13699,79.0,33669.0,NY,124,3.6,2.5,47950,2.6,Clarkson University,private,Clarkson University,1,2,0.6571,2991.0,0.8121,0.0231,0.0485,0.0351,0.0023,0.0,0.0318,0.0254,0.0217,0.004,63747.0,47950.0,47950.0,17637.0,14483.0,10756.0,0.7285,30563.0,599.0,1247.0
22.0,Fort Collins,80523,16.0,39497.0,CO,124,3.6,2.9,29140,2.8,Colorado State University,public,Colorado State University-Fort Collins,1,7,0.8262,23804.0,0.7215,0.0234,0.1329,0.0258,0.005,0.0018,0.0379,0.0372,0.0145,0.1009,25932.0,11395.0,28903.0,14759.0,11951.0,9688.0,0.6665,18700.0,1840.0,1212.0
25.0,Houghton,49931,28.0,38217.0,MI,124,3.7,2.1,32318,2.8,Michigan Technological University,public,Michigan Technological University,1,3,0.7449,5829.0,0.8803,0.0093,0.0202,0.0148,0.0029,0.0007,0.0278,0.0242,0.0199,0.058,27537.0,15074.0,32318.0,14382.0,11585.0,10187.0,0.9053,15481.0,667.0,1277.0
23.0,South Orange,7079,,,NJ,124,3.6,2.8,40588,,Seton Hall University,private,Seton Hall University,1,2,0.7316,5717.0,0.4903,0.0857,0.1789,0.1048,0.0012,0.0014,0.0404,0.0362,0.061,0.0297,53433.0,40588.0,40588.0,23079.0,10812.0,9493.0,0.9558,27563.0,815.0,1222.0
21.0,Tucson,85721,29.0,35051.0,AZ,124,3.5,3.7,32449,3.1,University of Arizona,public,University of Arizona,2,6,0.8358,33428.0,0.5034,0.0401,0.2671,0.054,0.0128,0.0028,0.0459,0.067,0.0069,0.125,26157.0,11877.0,35307.0,15765.0,12211.0,10929.0,0.7484,14821.0,1958.0,970.0
21.0,Riverside,92521,15.0,41753.0,CA,124,3.7,3.0,41931,2.6,University of California--Riverside,public,University of California-Riverside,1,8,0.565,20044.0,0.1195,0.0408,0.4045,0.3422,0.0016,0.0041,0.04,0.0367,0.0106,0.0169,32308.0,13917.0,41931.0,12938.0,14536.0,12816.0,0.8654,12344.0,3915.0,1215.0
24.0,Dayton,45469,46.0,34204.0,OH,124,3.7,2.5,41750,2.2,University of Dayton,private,University of Dayton,1,3,0.7168,8422.0,0.7926,0.0278,0.0519,0.0138,0.0009,0.0007,0.0338,0.0704,0.0081,0.0424,56370.0,41750.0,41750.0,19321.0,12533.0,8687.0,0.6174,32721.0,1028.0,1254.0
22.0,Lincoln,68588,21.0,28968.0,NE,124,3.5,3.2,23256,2.6,University of Nebraska--Lincoln,public,University of Nebraska-Lincoln,2,4,0.6438,20954.0,0.7475,0.0278,0.0617,0.0273,0.0025,0.0009,0.0313,0.0889,0.0122,0.0678,23278.0,8978.0,24098.0,9764.0,12043.0,10762.0,0.9388,17784.0,2144.0,1235.0
24.0,Hempstead,11549,61.0,40205.0,NY,132,3.6,2.7,43960,3.0,Hofstra University,private,Hofstra University,1,2,0.6395,6783.0,0.5598,0.0851,0.1297,0.1045,0.0044,0.005,0.0267,0.0587,0.0261,0.0463,56910.0,43960.0,43960.0,26964.0,17048.0,13227.0,0.4338,32240.0,982.0,1237.0
23.0,Baton Rouge,70803,14.0,40711.0,LA,133,3.4,2.8,28051,2.5,Louisiana State University--Baton Rouge,public,Louisiana State University and Agricultural & Mechanical College,1,5,0.7392,23331.0,0.721,0.1187,0.0637,0.0431,0.0037,0.0013,0.0201,0.0198,0.0086,0.0592,27612.0,11374.0,28051.0,11816.0,11087.0,9922.0,0.9134,18181.0,2735.0,1226.0
25.0,Macon,31207,67.0,26615.0,GA,133,3.8,2.2,36000,3.0,Mercer University,private,Mercer University,1,5,0.7326,4708.0,0.4798,0.2927,0.0537,0.0697,0.0019,0.0013,0.0331,0.024,0.0438,0.1257,49848.0,36000.0,36000.0,17797.0,12442.0,8441.0,0.9569,20812.0,563.0,1285.0
23.0,New York,10011,41.0,50853.0,NY,133,3.3,,47330,,The New School,private,The New School,1,2,0.6151,6982.0,0.3251,0.057,0.1195,0.0961,0.001,0.0013,0.0394,0.3201,0.0405,0.1144,64523.0,47276.0,47276.0,30028.0,15450.0,11317.0,0.1746,40819.0,713.0,1223.0
,Newark,7102,26.0,38949.0,NJ,133,,2.9,29480,,Rutgers University--Newark,public,Rutgers University-Newark,3,2,0.6424,8122.0,0.2257,0.2001,0.289,0.1795,0.0007,0.0027,0.026,0.0543,0.022,0.1189,24719.0,14085.0,30026.0,17980.0,11571.0,13595.0,0.5645,13205.0,966.0,1086.0
23.0,Fayetteville,72701,16.0,33514.0,AR,133,3.7,3.2,24308,2.5,University of Arkansas,public,University of Arkansas,1,5,0.6596,22763.0,0.7619,0.0446,0.0877,0.0249,0.0092,0.0007,0.0361,0.0294,0.0054,0.1039,22122.0,9062.0,24308.0,9281.0,10173.0,9671.0,0.869,16069.0,1346.0,1239.0
23.0,Cincinnati,45221,28.0,35124.0,OH,133,3.6,2.9,26334,2.6,University of Cincinnati,public,University of Cincinnati-Main Campus,3,3,0.7649,25523.0,0.7415,0.0735,0.0319,0.0381,0.0014,0.0007,0.0366,0.0446,0.0317,0.1186,27499.0,11000.0,27334.0,13004.0,11854.0,9708.0,0.5684,23498.0,2585.0,1230.0
22.0,Lexington,40506,,,KY,133,3.7,3.0,28046,2.5,University of Kentucky,public,University of Kentucky,1,5,0.9577,22078.0,0.7552,0.078,0.0481,0.0264,0.0021,0.0011,0.0372,0.0249,0.0269,0.0664,27591.0,11942.0,28046.0,12543.0,12475.0,10644.0,0.8479,18903.0,1870.0,1213.0
24.0,Fairfax,22030,39.0,38588.0,VA,140,3.7,3.0,34370,2.4,George Mason University,public,George Mason University,1,5,0.8132,24395.0,0.4147,0.1118,0.1436,0.2019,0.0014,0.003,0.0453,0.0517,0.0266,0.1792,25196.0,11924.0,34370.0,11746.0,12247.0,11045.0,0.5167,19779.0,1511.0,1210.0
23.0,Newark,7102,35.0,18674.0,NJ,140,3.5,2.4,31034,2.6,New Jersey Institute of Technology,public,New Jersey Institute of Technology,1,2,0.6139,7489.0,0.3466,0.0801,0.2131,0.2239,0.0007,0.0004,0.0328,0.047,0.0553,0.1522,29851.0,16898.0,31918.0,14541.0,13790.0,12688.0,0.5662,20011.0,597.0,1282.0
23.0,San Diego,92182,32.0,31354.0,CA,140,3.7,2.9,19340,2.5,San Diego State University,public,San Diego State University,2,8,0.3542,29758.0,0.3374,0.0401,0.3111,0.1344,0.0036,0.0023,0.0671,0.0639,0.0402,0.1,21051.0,7460.0,19340.0,6887.0,6889.0,10605.0,0.5205,14030.0,1837.0,1206.0
24.0,Tampa,33620,25.0,23103.0,FL,140,3.9,2.5,17324,2.4,University of South Florida,public,University of South Florida,3,5,0.4536,30918.0,0.4839,0.1042,0.207,0.069,0.0018,0.0018,0.0396,0.0646,0.0281,0.2127,19868.0,6410.0,17324.0,7059.0,9671.0,10030.0,0.7691,11700.0,2107.0,1246.0
20.0,Pullman,99164,37.0,30666.0,WA,140,3.4,2.8,25817,2.8,Washington State University,public,Washington State University,4,8,0.7306,24797.0,0.6107,0.0324,0.1482,0.0601,0.0066,0.0042,0.0688,0.046,0.023,0.1088,25433.0,11391.0,25817.0,10066.0,16556.0,9792.0,0.7866,16314.0,2029.0,1127.0
22.0,Manhattan,66506,22.0,34621.0,KS,145,3.5,2.8,24775,2.7,Kansas State University,public,Kansas State University,1,4,0.9412,18171.0,0.783,0.0335,0.0706,0.0147,0.005,0.0009,0.0366,0.0464,0.0093,0.0836,23262.0,10135.0,25492.0,11305.0,12121.0,9055.0,0.8891,17926.0,1518.0,950.0
22.0,Corvallis,97331,34.0,36636.0,OR,145,3.7,2.7,29457,2.8,Oregon State University,public,Oregon State University,2,8,0.7884,24921.0,0.6421,0.013,0.0971,0.0765,0.0053,0.003,0.0704,0.0711,0.0214,0.2619,26121.0,10797.0,29457.0,11691.0,11155.0,9735.0,0.7667,20493.0,1513.0,1197.0
