act_avg,city,zip,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,businessRepScore,tuition,engineeringRepScore,displayName,institutionalControl,institution_name,branches,region,admission_rate,ug_enrollment,percent_white,percent_black,percent_hispanic,percent_asian,percent_aian,percent_nhpi,percent_twoormore,percent_nra,percent_unknown,percent_parttime,avg_cost,instante_tuition,outstate_tuition,tuition_revenue_per,instructional_expenditure_per,avg_faculty_salary,ft_faculty_rate,avg_net_price,number_titleIV,sat_avg
20.0,Ashland,44805,,,OH,223,3.4,,20700,,Ashland University,private,Ashland University,1,3,0.7351,3660.0,0.7716,0.1331,0.0224,0.0085,0.0049,0.0019,0.0183,0.018,0.0213,0.118,32500.0,20700.0,20700.0,14350.0,8091.0,6933.0,0.372,20221.0,539.0,1121.0
20.0,Lisle,60532,,,IL,223,3.4,,33900,,Benedictine University,private,Benedictine University,1,3,0.6217,2864.0,0.4392,0.0821,0.1697,0.1512,0.0056,0.0031,0.0,0.0077,0.1414,0.1393,42641.0,33900.0,33900.0,15350.0,6919.0,8210.0,0.2576,23827.0,448.0,1093.0
16.0,Fresno,93740,,,CA,223,3.5,2.3,17929,2.7,California State University--Fresno,public,California State University-Fresno,1,8,0.5941,21877.0,0.1814,0.029,0.5168,0.1364,0.0038,0.0018,0.0282,0.0602,0.0423,0.1127,16205.0,6585.0,18465.0,3860.0,7031.0,9208.0,0.5268,5872.0,2349.0,1004.0
18.0,Boiling Springs,28017,,,NC,223,3.7,,30740,,Gardner-Webb University,private,Gardner-Webb University,1,5,0.527,2210.0,0.6729,0.1407,0.038,0.0131,0.0054,0.0014,0.0136,0.0009,0.114,0.1941,42768.0,30700.0,30700.0,12981.0,8982.0,6884.0,0.9749,21154.0,332.0,1102.0
20.0,Atlanta,30302,,,GA,223,3.4,3.1,29432,,Georgia State University,public,Georgia State University,2,5,0.6985,25031.0,0.2343,0.4204,0.1086,0.1363,0.0012,0.0006,0.0623,0.0242,0.0121,0.2117,24857.0,9112.0,23971.0,7672.0,7083.0,8775.0,0.7401,15506.0,2719.0,1128.0
19.0,Winchester,22601,,,VA,223,3.4,2.0,31920,,Shenandoah University,private,Shenandoah University,1,5,0.8325,2055.0,0.5723,0.11,0.0652,0.0282,0.0073,0.0024,0.0219,0.0277,0.165,0.0311,45388.0,31920.0,31920.0,17830.0,10110.0,7815.0,0.559,29280.0,378.0,1115.0
19.0,Vermillion,57069,,,SD,223,3.0,2.4,11688,,University of South Dakota,public,University of South Dakota,1,4,0.8691,6171.0,0.8378,0.031,0.0387,0.0141,0.0175,0.0006,0.0344,0.0214,0.0045,0.2092,21239.0,8772.0,12019.0,8302.0,10182.0,7763.0,0.7184,17359.0,528.0,1125.0
20.0,Detroit,48202,,,MI,223,3.4,2.4,28590,2.2,Wayne State University,public,Wayne State University,1,3,0.6741,16768.0,0.5858,0.168,0.0516,0.0951,0.0023,0.0008,0.0383,0.0233,0.0348,0.2637,22771.0,12729.0,27203.0,11150.0,12570.0,10403.0,0.5716,12970.0,1528.0,1134.0
16.0,Springfield,1109,,,MA,-1,,,33140,,American International College,private,American International College,1,1,0.7183,1336.0,0.375,0.2455,0.1969,0.0127,0.0052,0.0045,0.0277,0.0307,0.1018,0.0614,47630.0,34470.0,34470.0,14553.0,6536.0,6262.0,0.1738,22429.0,292.0,997.0
,Augusta,30912,,,GA,-1,,,23606,,Augusta University,public,Augusta University,1,5,0.7459,4978.0,0.5215,0.2491,0.0703,0.0693,0.0024,0.002,0.0562,0.0123,0.0169,0.1593,19970.0,8604.0,23606.0,11421.0,21986.0,8271.0,0.682,16771.0,466.0,1006.0
18.0,Miami Shores,33161,,,FL,-1,,2.0,29700,,Barry University,private,Barry University,2,5,0.8507,3459.0,0.1943,0.3426,0.34,0.011,0.0046,0.002,0.0124,0.0809,0.0121,0.1434,43787.0,29850.0,29850.0,15322.0,10959.0,7911.0,0.4476,20254.0,394.0,970.0
20.0,Boise,83725,,,ID,-1,3.4,2.5,22642,2.2,Boise State University,public,Boise State University,1,7,0.8399,16265.0,0.7412,0.017,0.1292,0.0215,0.0037,0.0048,0.0461,0.0229,0.0135,0.2349,18284.0,7326.0,22642.0,8148.0,7859.0,7763.0,0.5122,13796.0,942.0,1093.0
18.0,Milwaukee,53217,,,WI,-1,3.1,,28844,,Cardinal Stritch University,private,Cardinal Stritch University,1,3,0.7835,1284.0,0.4252,0.1963,0.1729,0.028,0.007,0.0016,0.0218,0.134,0.0132,0.3037,38738.0,28844.0,28844.0,13774.0,5751.0,6018.0,0.3321,17199.0,108.0,1044.0
18.0,Atlanta,30314,,,GA,-1,3.2,,23082,,Clark Atlanta University,private,Clark Atlanta University,1,5,0.5793,3302.0,0.0009,0.8519,0.0012,0.0006,0.0012,0.0,0.0,0.0588,0.0854,0.0348,37761.0,21892.0,21892.0,17514.0,7347.0,6946.0,0.637,33496.0,904.0,1000.0
19.0,Cleveland,44115,,,OH,-1,3.3,2.2,13848,2.1,Cleveland State University,public,Cleveland State University,1,3,0.9006,11647.0,0.6399,0.162,0.0573,0.0337,0.0021,0.001,0.0363,0.0533,0.0143,0.2117,22293.0,9778.0,13829.0,10618.0,9773.0,9389.0,0.4886,16926.0,1341.0,1104.0
19.0,Ypsilanti,48197,,,MI,-1,3.3,2.2,11530,,Eastern Michigan University,public,Eastern Michigan University,1,3,0.4474,16536.0,0.6419,0.1845,0.0516,0.0249,0.0026,0.001,0.0394,0.0184,0.0356,0.2577,21840.0,12019.0,29200.0,10343.0,7243.0,9560.0,0.9879,14043.0,2029.0,1046.0
20.0,Johnson City,37614,,,TN,-1,3.5,2.1,26463,,East Tennessee State University,public,East Tennessee State University,1,5,0.8547,10881.0,0.8143,0.0687,0.0269,0.0132,0.0023,0.0011,0.0291,0.0332,0.0111,0.1171,21904.0,8679.0,26463.0,8636.0,12381.0,7201.0,0.6163,14218.0,1147.0,1122.0
20.0,Boca Raton,33431,,,FL,-1,4.0,2.4,21595,,Florida Atlantic University,public,Florida Atlantic University,1,5,0.6001,23748.0,0.409,0.2017,0.2706,0.0415,0.0021,0.0011,0.0374,0.0283,0.0083,0.3302,18593.0,4831.0,17276.0,6197.0,7200.0,8999.0,0.684,10466.0,1612.0,1149.0
22.0,Statesboro,30460,,,GA,-1,3.3,2.3,18692,2.4,Georgia Southern University,public,Georgia Southern University,1,5,0.6829,17062.0,0.6282,0.2441,0.0553,0.0185,0.0048,0.001,0.0249,0.0165,0.0067,0.0809,22467.0,6356.0,17142.0,6087.0,6408.0,6880.0,0.9026,16548.0,2131.0,1174.0
,Phoenix,85017,,,AZ,-1,,,17050,,Grand Canyon University,proprietary,Grand Canyon University,1,6,0.6692,48666.0,0.4825,0.1669,0.1959,0.0305,0.0106,0.0062,0.0391,0.008,0.0605,0.6716,31051.0,17050.0,17050.0,10977.0,1997.0,6482.0,0.0709,20570.0,1775.0,
16.0,Terre Haute,47809,,,IN,-1,3.1,2.4,19454,,Indiana State University,public,Indiana State University,1,3,0.8451,10817.0,0.6542,0.1947,0.0443,0.0113,0.0031,0.0004,0.0403,0.0449,0.0069,0.1353,21056.0,8916.0,19452.0,5851.0,7498.0,7503.0,0.7098,13012.0,1706.0,1013.0
,Indiana,15705,,,PA,-1,,2.1,15882,,Indiana University of Pennsylvania,public,Indiana University of Pennsylvania-Main Campus,1,2,0.9082,9965.0,0.7378,0.1242,0.0446,0.0102,0.0005,0.0003,0.0446,0.0293,0.0085,0.0495,26075.0,12119.0,17271.0,9479.0,10659.0,9704.0,0.7715,20761.0,1863.0,1016.0
16.0,Jackson,39217,,,MS,-1,2.9,,17614,,Jackson State University,public,Jackson State University,1,5,0.7173,6467.0,0.0376,0.912,0.0076,0.0023,0.0026,0.0,0.0145,0.0233,0.0,0.0829,22397.0,7621.0,18314.0,5545.0,9004.0,7246.0,0.6672,15380.0,756.0,990.0
21.0,Kennesaw,30144,,,GA,-1,3.3,2.7,21158,2.4,Kennesaw State University,public,Kennesaw State University,1,5,0.6063,32309.0,0.5557,0.2127,0.0964,0.0474,0.0017,0.0011,0.0465,0.0172,0.0214,0.2387,23919.0,6347.0,17329.0,6409.0,5952.0,7099.0,0.6044,18284.0,3219.0,1163.0
18.0,Beaumont,77710,,,TX,-1,3.2,2.0,22561,,Lamar University,public,Lamar University,1,6,0.8165,8928.0,0.4596,0.2653,0.1679,0.0464,0.0055,0.0013,0.0242,0.0124,0.0174,0.3328,19367.0,8314.0,18274.0,6741.0,5402.0,8283.0,0.7705,12941.0,974.0,1045.0
21.0,Lynchburg,24502,,,VA,-1,3.5,,24304,2.2,Liberty University,private,Liberty University,1,5,0.2979,45364.0,0.4994,0.1088,0.0517,0.0121,0.0048,0.0015,0.0214,0.0148,0.2856,0.4079,37388.0,21310.0,21310.0,11353.0,2832.0,5682.0,0.4614,27573.0,2182.0,1157.0
20.0,St. Charles,63301,,,MO,-1,3.3,,16960,,Lindenwood University,private,Lindenwood University,2,4,0.7375,6807.0,0.4998,0.1237,0.0386,0.0069,0.0029,0.0026,0.0222,0.1193,0.1839,0.0903,29322.0,16960.0,16960.0,13194.0,4827.0,7468.0,1.0,17548.0,668.0,1097.0
19.0,Murfreesboro,37132,,,TN,-1,3.4,2.2,27578,,Middle Tennessee State University,public,Middle Tennessee State University,1,5,0.5935,18600.0,0.6301,0.2123,0.0524,0.0305,0.0026,0.0004,0.0345,0.0355,0.0017,0.1517,20405.0,8612.0,26348.0,6909.0,9248.0,7349.0,0.7682,12416.0,1905.0,1124.0
16.0,Baltimore,21251,,,MD,-1,3.0,2.0,17833,,Morgan State University,public,Morgan State University,1,2,0.6372,6426.0,0.019,0.7698,0.0335,0.0087,0.0012,0.0006,0.0316,0.1214,0.0142,0.0937,23774.0,7766.0,17832.0,7306.0,9551.0,8799.0,0.6783,16658.0,589.0,977.0
,Chicago,60603,,,IL,-1,,,10380,,National Louis University,private,National Louis University,1,3,0.8559,1758.0,0.1724,0.2907,0.4704,0.0154,0.0017,0.0017,0.0148,0.0057,0.0273,0.3083,24158.0,10440.0,10440.0,15427.0,6151.0,6148.0,0.9866,15579.0,283.0,
18.0,Greensboro,27411,,,NC,-1,3.5,,19416,2.2,North Carolina A&T State University,public,North Carolina A & T State University,1,5,0.6223,10011.0,0.053,0.8198,0.0397,0.0077,0.0031,0.0001,0.0396,0.0122,0.0249,0.0747,19243.0,6526.0,19416.0,6271.0,8508.0,8929.0,0.6855,11743.0,1321.0,1010.0
20.0,Flagstaff,86011,,,AZ,-1,3.6,2.5,24841,2.8,Northern Arizona University,public,Northern Arizona University,1,6,0.8085,26974.0,0.5688,0.0332,0.2396,0.0196,0.025,0.0026,0.0568,0.0436,0.0109,0.1848,26314.0,11059.0,24841.0,8015.0,7402.0,8239.0,0.6633,14789.0,2162.0,940.0
19.0,DeKalb,60115,,,IL,-1,3.3,2.6,23817,2.7,Northern Illinois University,public,Northern Illinois University,1,3,0.5332,13430.0,0.5479,0.1578,0.1772,0.0538,0.0013,0.001,0.0366,0.0208,0.0036,0.1224,28557.0,14350.0,23816.0,7816.0,14104.0,8218.0,0.7511,19823.0,1359.0,1085.0
20.0,Rochester,48309,,,MI,-1,3.4,2.0,24735,,Oakland University,public,Oakland University,1,3,0.8441,15562.0,0.752,0.0713,0.0363,0.0483,0.0031,0.0009,0.0299,0.0215,0.0367,0.196,21262.0,11970.0,23873.0,11769.0,7908.0,9220.0,0.5064,12779.0,1566.0,1141.0
18.0,Norfolk,23529,,,VA,-1,3.3,2.5,28200,2.2,Old Dominion University,public,Old Dominion University,1,5,0.8572,19364.0,0.4466,0.3052,0.0872,0.0466,0.0028,0.0034,0.0677,0.015,0.0257,0.2243,23250.0,10050.0,27900.0,7203.0,9932.0,8400.0,0.9445,15368.0,1809.0,1089.0
19.0,Portland,97207,,,OR,-1,3.4,2.5,21180,2.2,Portland State University,public,Portland State University,1,8,0.9244,18585.0,0.5493,0.0361,0.1438,0.0927,0.0124,0.0068,0.0676,0.0538,0.0375,0.2661,20322.0,8783.0,26130.0,9208.0,9389.0,9173.0,0.5696,14160.0,686.0,1105.0
15.0,Prairie View,77446,,,TX,-1,3.0,,10059,,Prairie View A&M University,public,Prairie View A & M University,1,6,0.7893,7975.0,0.0183,0.8346,0.0924,0.0207,0.0034,0.0009,0.0135,0.014,0.0021,0.0795,22444.0,9959.0,23488.0,4955.0,7537.0,7653.0,0.8147,11090.0,1502.0,956.0
19.0,Virginia Beach,23464,,,VA,-1,3.5,,17450,,Regent University,private,Regent University,1,5,0.783,4087.0,0.5402,0.2843,0.0861,0.0152,0.0049,0.0037,0.0509,0.0054,0.0093,0.4465,27995.0,17288.0,17288.0,12361.0,4269.0,7953.0,0.7462,17842.0,200.0,1081.0
19.0,Huntsville,77340,,,TX,-1,,2.1,22340,,Sam Houston State University,public,Sam Houston State University,1,6,0.7439,18416.0,0.5056,0.1805,0.2296,0.0169,0.0055,0.0015,0.0305,0.0108,0.0189,0.1959,20791.0,8062.0,18022.0,8572.0,6570.0,7577.0,0.7895,13560.0,1977.0,1068.0
18.0,San Francisco,94132,,,CA,-1,3.2,2.5,19134,2.6,San Francisco State University,public,San Francisco State University,1,8,0.7046,25966.0,0.183,0.0544,0.3311,0.2599,0.0017,0.0042,0.0637,0.0629,0.0391,0.1513,22313.0,7254.0,19134.0,5230.0,7998.0,10411.0,0.4982,13787.0,2245.0,1054.0
18.0,Louisville,40203,,,KY,-1,,,24388,,Spalding University,private,Spalding University,1,5,0.5899,1080.0,0.675,0.1935,0.0463,0.0111,0.0037,0.0,0.0454,0.0056,0.0194,0.1519,33455.0,24000.0,24000.0,17087.0,8211.0,7326.0,0.4405,21872.0,149.0,1046.0
16.0,Nashville,37209,,,TN,-1,2.9,2.0,20178,,Tennessee State University,public,Tennessee State University,1,5,0.53,6380.0,0.1118,0.7434,0.0147,0.0071,0.0009,0.0,0.0212,0.0918,0.0091,0.1497,19058.0,7776.0,21132.0,6877.0,8732.0,7310.0,0.9707,11083.0,609.0,788.0
21.0,Cookeville,38505,,,TN,-1,3.6,,26190,2.1,Tennessee Technological University,public,Tennessee Technological University,1,5,0.644,9084.0,0.8336,0.0407,0.0318,0.014,0.0012,0.0003,0.0342,0.0391,0.0051,0.0954,23549.0,8513.0,24377.0,5935.0,8634.0,8012.0,1.0,14410.0,948.0,1192.0
17.0,Commerce,75429,,,TX,-1,3.3,2.1,20884,2.2,Texas A&M University--Commerce,public,Texas A & M University-Commerce,1,6,0.3454,8473.0,0.4588,0.2196,0.2082,0.0171,0.0055,0.0018,0.0677,0.0136,0.0077,0.2848,20342.0,8434.0,20884.0,7043.0,7044.0,8749.0,1.0,11704.0,723.0,1050.0
17.0,Corpus Christi,78412,,,TX,-1,3.3,2.2,26061,2.5,Texas A&M University--Corpus Christi,public,Texas A & M University-Corpus Christi,1,6,0.6046,10043.0,0.3582,0.0542,0.5074,0.0253,0.0013,0.0003,0.0185,0.0218,0.013,0.1702,20836.0,8750.0,18925.0,7716.0,6977.0,8062.0,0.654,16159.0,1001.0,983.0
17.0,Kingsville,78363,,,TX,-1,3.3,,20912,,Texas A&M University--Kingsville,public,Texas A & M University-Kingsville,1,6,0.8413,5694.0,0.1668,0.0604,0.7148,0.0084,0.0018,0.0018,0.0047,0.0386,0.0026,0.121,21006.0,8462.0,22102.0,6792.0,7342.0,7668.0,0.7893,13188.0,922.0,1021.0
15.0,Houston,77004,,,TX,-1,2.9,2.1,21240,,Texas Southern University,public,Texas Southern University,1,6,0.6666,7967.0,0.0131,0.7908,0.0672,0.0163,0.0065,0.0008,0.0188,0.0866,0.0,0.1597,24089.0,9173.0,21623.0,8389.0,11105.0,7650.0,0.6782,19676.0,904.0,846.0
20.0,San Marcos,78666,,,TX,-1,,2.2,23071,,Texas State University,public,Texas State University,1,6,0.7298,34180.0,0.4598,0.0975,0.3732,0.0221,0.0025,0.0016,0.0352,0.0054,0.0027,0.1803,21383.0,9985.0,21605.0,8234.0,7145.0,7960.0,0.7473,15545.0,3773.0,1121.0
17.0,Denton,76204,,,TX,-1,3.1,,21816,,Texas Woman's University,public,Texas Woman's University,1,6,0.8571,9417.0,0.3607,0.1835,0.3071,0.0908,0.003,0.0006,0.0363,0.0091,0.0088,0.2609,17539.0,7486.0,17446.0,6019.0,6923.0,8332.0,0.9764,9493.0,894.0,1002.0
19.0,Nashville,37210,,,TN,-1,3.4,,25100,,Trevecca Nazarene University,private,Trevecca Nazarene University,1,5,0.7038,2112.0,0.6075,0.1241,0.0947,0.0128,0.0033,0.0014,0.0284,0.0573,0.0705,0.3764,35805.0,25100.0,25100.0,12650.0,6139.0,6644.0,1.0,18549.0,262.0,1121.0
19.0,Deerfield,60015,,,IL,-1,3.2,,30750,,Trinity International University,private,Trinity International University-Illinois,3,3,0.75,750.0,0.544,0.1613,0.032,0.0387,0.0027,0.004,0.0493,0.0333,0.1347,0.2573,42606.0,30750.0,30750.0,11238.0,11998.0,7872.0,0.2652,19887.0,129.0,1129.0
19.0,Akron,44325,,,OH,-1,3.3,2.3,21863,2.1,University of Akron,public,University of Akron Main Campus,2,3,0.9255,15047.0,0.7331,0.1235,0.0274,0.0274,0.0014,0.0004,0.0455,0.022,0.0193,0.1275,24128.0,10270.0,18801.0,9845.0,10572.0,9571.0,0.5319,17951.0,1863.0,1125.0
19.0,Little Rock,72204,,,AR,-1,3.1,2.5,19797,2.0,University of Arkansas--Little Rock,public,University of Arkansas at Little Rock,1,5,0.7463,6677.0,0.507,0.2864,0.0428,0.0193,0.0027,0.0,0.1002,0.0395,0.0021,0.3654,21377.0,8998.0,21208.0,5808.0,7563.0,7425.0,0.9774,13729.0,561.0,1105.0
21.0,Lafayette,70504,,,LA,-1,3.3,2.3,23074,,University of Louisiana--Lafayette,public,University of Louisiana at Lafayette,1,5,0.5087,14753.0,0.6517,0.2063,0.0543,0.0228,0.0019,0.0008,0.0209,0.0163,0.0251,0.1363,20443.0,9888.0,23616.0,9443.0,7588.0,8559.0,0.7706,12768.0,1891.0,1162.0
19.0,Monroe,71209,,,LA,-1,3.5,2.0,20381,,University of Louisiana--Monroe,public,University of Louisiana at Monroe,1,5,0.7546,6121.0,0.6154,0.2464,0.0211,0.019,0.0042,0.0007,0.0253,0.0431,0.0248,0.1596,19162.0,8470.0,20570.0,7978.0,6819.0,7268.0,1.0,11316.0,841.0,1124.0
17.0,Princess Anne,21853,,,MD,-1,2.9,2.0,18048,2.4,University of Maryland--Eastern Shore,public,University of Maryland Eastern Shore,1,2,0.3901,2799.0,0.0975,0.7621,0.0389,0.0104,0.0025,0.0007,0.055,0.03,0.0029,0.0807,22192.0,8042.0,18048.0,4214.0,12436.0,8235.0,0.6935,15860.0,479.0,950.0
19.0,Memphis,38152,,,TN,-1,3.4,2.7,21413,2.1,University of Memphis,public,University of Memphis,1,5,0.8482,15901.0,0.4787,0.3667,0.0513,0.0347,0.0028,0.0008,0.0382,0.0176,0.0092,0.2221,22201.0,9317.0,21029.0,8105.0,9820.0,8795.0,0.6615,13921.0,1786.0,1106.0
21.0,St. Louis,63121,,,MO,-1,3.4,2.6,27327,2.7,University of Missouri--St. Louis,public,University of Missouri-St Louis,1,4,0.7594,7362.0,0.6362,0.1697,0.0336,0.0515,0.0035,0.0014,0.0329,0.0326,0.0387,0.2876,21397.0,9590.0,25505.0,8691.0,9876.0,8569.0,0.5222,10010.0,232.0,1197.0
19.0,Omaha,68182,,,NE,-1,3.4,2.6,22035,,University of Nebraska--Omaha,public,University of Nebraska at Omaha,1,4,0.8653,12424.0,0.6683,0.0619,0.1255,0.0395,0.0024,0.0011,0.0456,0.0391,0.0166,0.2135,17935.0,7630.0,20320.0,6562.0,8886.0,8303.0,0.5041,13173.0,1151.0,1125.0
19.0,Las Vegas,89154,,,NV,-1,3.3,2.5,21498,2.2,University of Nevada--Las Vegas,public,University of Nevada-Las Vegas,1,8,0.8107,24783.0,0.3168,0.078,0.2932,0.1562,0.0023,0.0094,0.1032,0.0361,0.0047,0.2389,16964.0,7665.0,21853.0,7181.0,9791.0,10544.0,1.0,10555.0,1853.0,1100.0
20.0,New Orleans,70148,,,LA,-1,3.2,2.4,13530,,University of New Orleans,public,University of New Orleans,1,5,0.5661,5917.0,0.5153,0.1655,0.1264,0.086,0.003,0.0008,0.0456,0.045,0.0123,0.2045,18619.0,8484.0,13320.0,8970.0,7865.0,7762.0,0.6551,11135.0,557.0,1126.0
21.0,Greensboro,27402,,,NC,-1,3.8,2.6,22410,,University of North Carolina--Greensboro,public,University of North Carolina at Greensboro,1,5,0.7804,15988.0,0.4892,0.2879,0.0934,0.0544,0.004,0.0006,0.049,0.017,0.0046,0.1255,19276.0,7250.0,22409.0,6059.0,8944.0,8534.0,0.7557,12226.0,2107.0,1114.0
19.0,Greeley,80639,,,CO,-1,3.3,2.3,20474,,University of Northern Colorado,public,University of Northern Colorado,1,7,0.8908,9104.0,0.6115,0.0457,0.2089,0.0199,0.0041,0.0015,0.0466,0.0119,0.05,0.0941,22604.0,9546.0,21132.0,10560.0,10145.0,7749.0,0.6081,20367.0,1233.0,1107.0
20.0,Denton,76203,,,TX,-1,,2.4,23716,,University of North Texas,public,University of North Texas,1,6,0.7241,31448.0,0.4493,0.1304,0.2443,0.0609,0.0029,0.001,0.0613,0.041,0.0088,0.1862,21907.0,10544.0,20504.0,9511.0,6155.0,10813.0,1.0,13832.0,2859.0,1167.0
20.0,Mobile,36688,,,AL,-1,3.5,2.1,19586,2.6,University of South Alabama,public,University of South Alabama,1,5,0.8208,10712.0,0.5927,0.2251,0.0334,0.03,0.0065,0.0015,0.0308,0.0579,0.0221,0.1527,19702.0,7812.0,15324.0,9198.0,9082.0,7203.0,0.6234,15082.0,1158.0,1142.0
20.0,Hattiesburg,39406,,,MS,-1,3.3,2.2,9854,,University of Southern Mississippi,public,University of Southern Mississippi,1,5,0.9843,11747.0,0.6098,0.2848,0.0331,0.0127,0.0046,0.001,0.0278,0.0162,0.0101,0.116,20866.0,8218.0,10218.0,6718.0,8878.0,7553.0,0.9882,13178.0,800.0,1125.0
20.0,Arlington,76019,,,TX,-1,,2.7,25152,2.4,University of Texas--Arlington,public,The University of Texas at Arlington,1,6,0.7122,32955.0,0.3626,0.1482,0.2748,0.1132,0.0028,0.0016,0.0358,0.0409,0.02,0.4604,21154.0,9952.0,25152.0,7432.0,5326.0,9371.0,1.0,13200.0,1708.0,1163.0
17.0,El Paso,79968,,,TX,-1,3.2,2.3,21396,2.1,University of Texas--El Paso,public,The University of Texas at El Paso,1,6,1.0,21216.0,0.0582,0.0245,0.8371,0.0073,0.0007,0.0013,0.0088,0.0581,0.0041,0.3395,16033.0,7851.0,21596.0,5847.0,7663.0,8902.0,0.6981,8135.0,2118.0,1011.0
18.0,Edinburg,78539,,,TX,-1,,,17230,2.1,University of Texas--Rio Grande Valley,public,The University of Texas Rio Grande Valley,1,6,0.8048,24142.0,0.0249,0.0046,0.9179,0.0121,0.0002,0.0005,0.0031,0.0245,0.0123,0.228,13401.0,7587.0,17547.0,4447.0,7266.0,7573.0,0.8718,3901.0,2820.0,1020.0
20.0,San Antonio,78249,,,TX,-1,,2.4,23379,2.1,University of Texas--San Antonio,public,The University of Texas at San Antonio,1,6,0.7946,25709.0,0.2337,0.0917,0.553,0.0561,0.0018,0.002,0.0342,0.0204,0.0071,0.1729,19906.0,7969.0,19168.0,7672.0,7043.0,9261.0,0.7177,12745.0,2906.0,1122.0
19.0,Williamsburg,40769,,,KY,-1,3.5,,23000,,University of the Cumberlands,private,University of the Cumberlands,1,5,0.7436,2085.0,0.5204,0.0297,0.0144,0.0043,0.0029,0.0005,0.0101,0.0336,0.3842,0.1338,37529.0,23000.0,23000.0,8018.0,3339.0,5136.0,0.4649,19509.0,349.0,1092.0
20.0,Toledo,43606,,,OH,-1,3.4,2.3,18578,2.1,University of Toledo,public,University of Toledo,1,3,0.9435,15109.0,0.6839,0.1117,0.0516,0.0216,0.0015,0.0006,0.033,0.0635,0.0328,0.1448,23471.0,9547.0,18885.0,10646.0,13027.0,8707.0,0.7079,15095.0,1971.0,1142.0
21.0,Pensacola,32514,,,FL,-1,3.6,,18628,2.1,University of West Florida,public,The University of West Florida,1,5,0.4958,9602.0,0.6527,0.1248,0.0933,0.0317,0.0062,0.0027,0.0532,0.0179,0.0175,0.2935,16910.0,6360.0,19241.0,5928.0,6318.0,8083.0,1.0,10729.0,667.0,1185.0
18.0,Carrollton,30118,,,GA,-1,3.2,2.0,20406,,University of West Georgia,public,University of West Georgia,1,5,0.5862,10468.0,0.4664,0.4003,0.0628,0.01,0.0011,0.0012,0.0357,0.009,0.0135,0.1594,21257.0,6226.0,17010.0,5755.0,7083.0,6452.0,0.8041,15056.0,1799.0,1016.0
20.0,Milwaukee,53201,,,WI,-1,3.1,2.8,19851,2.4,University of Wisconsin--Milwaukee,public,University of Wisconsin-Milwaukee,1,3,0.7248,19436.0,0.6595,0.0765,0.1108,0.0677,0.0039,0.0009,0.0427,0.0359,0.0022,0.1338,21701.0,9565.0,20844.0,8765.0,8925.0,8426.0,0.6545,16650.0,1951.0,1125.0
19.0,Valdosta,31698,,,GA,-1,3.2,2.1,17196,,Valdosta State University,public,Valdosta State University,1,5,0.7417,8557.0,0.4731,0.3853,0.0644,0.0117,0.0023,0.0006,0.0375,0.0212,0.004,0.1665,20988.0,6410.0,17196.0,6216.0,6718.0,6624.0,0.7658,14656.0,941.0,1059.0
21.0,Wichita,67260,,,KS,-1,3.4,2.3,17270,2.2,Wichita State University,public,Wichita State University,1,4,0.938,10970.0,0.6,0.0608,0.1224,0.0723,0.0065,0.0012,0.0481,0.0662,0.0225,0.2095,18924.0,8432.0,17390.0,8568.0,7543.0,7651.0,0.968,14113.0,777.0,1159.0
18.0,Dayton,45435,,,OH,-1,3.3,2.3,17350,2.2,Wright State University,public,Wright State University-Main Campus,2,3,0.9677,11251.0,0.7453,0.1106,0.0356,0.0261,0.0014,0.001,0.043,0.0319,0.0051,0.1715,21261.0,8730.0,17098.0,9612.0,10860.0,9173.0,0.994,16249.0,1586.0,1107.0
